Rinkimø pavadinimas;Apygardos Nr.;Apygardos pavadinimas;Apylinkës Unikalus Numeris;Apylinkës nr.;Apylinkës pavadinimas;Savivaldybës pavadinimas;Viso rinkëjø sàraðe;"Ið viso balsavo apylinkëje
 (Pat.+Paðt.)";Rinkëjø iki 24 m. (Vyrø);Rinkëjø iki 24 m. (Moterø);Balsavo iki 24 m. (Vyrø);Balsavo iki 24 m. (Moterø);Rinkëjø 25 -  29 m. (Vyrø);Rinkëjø 25 - 29 m. (Moterø);Bals. iki 25 - 29 m. (Vyrø);Bals. iki 25 - 29 m. (Moterø);Rinkëjø 30 -  34 m. (Vyrø);Rinkëjø 30 - 34 m. (Moterø);Bals. iki 30 - 34 m. (Vyrø);Bals. iki 30 - 34 m. (Moterø);Rink. 35 - 44 m. (Vyrø);Rink. 35 - 44 m. (Moterø);Bals. 35 - 44 m. (Vyrø);Bals. 35 - 44 m. (Moterø);Rink. 45 - 54 m. (Vyrø);Rink. 45 - 54 m. (Moterø);Bals. 45 - 54 m. (Vyrø);Bals. 45 - 54 m. (Moterø);Rink. 55 - 64 m. (Vyrø);Rink. 55 - 64 m. (Moterø);Bals. 55 - 64 m. (Vyrø);Bals. 55 - 64 m. (Moterø);Rink. 65 - 74 m. (Vyrø);Rink. 65 - 74 m. (Moterø);Bals. 65 - 74 m. (Vyrø);Bals. 65 - 74 m. (Moterø);Rink. nuo 75 m. (Vyrø);Rink. nuo 75 m. (Moterø);Bals. nuo 75 m. (Vyrø);Bals. nuo 75 m. (Moterø)
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42008;8;Gelgaudiðkio;Ðakiø rajono savivaldybë;2156;865;126;120;43;34;66;61;20;16;82;73;16;22;157;126;30;37;165;197;58;82;194;210;74;97;105;167;58;92;93;214;64;122
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17009;9;Jûrës;Kazlø Rûdos savivaldybë;333;132;16;14;2;4;11;14;3;4;11;10;5;5;29;25;9;11;30;29;9;13;34;34;14;18;18;23;8;9;13;22;6;12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42009;9;Plokðèiø;Ðakiø rajono savivaldybë;709;261;43;43;12;10;36;33;6;5;37;23;5;5;44;48;7;18;77;60;27;27;59;68;23;36;28;33;17;17;21;56;14;32
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17010;10;Plutiðkiø;Kazlø Rûdos savivaldybë;504;205;30;26;10;9;27;21;7;7;15;14;0;5;50;39;13;19;52;43;17;22;34;40;18;18;17;35;5;18;23;38;14;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42010;10;Griðkabûdþio;Ðakiø rajono savivaldybë;1258;495;87;85;24;29;55;58;17;16;60;32;15;15;75;81;15;33;107;120;29;47;127;104;47;45;56;67;27;39;39;105;26;71
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17011;11;Àþuolø Bûdos;Kazlø Rûdos savivaldybë;824;376;38;30;11;14;36;28;13;11;38;21;10;8;70;63;22;25;78;60;27;25;67;86;34;49;59;54;34;29;30;66;24;40
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42011;11;Degutinës;Ðakiø rajono savivaldybë;246;92;13;10;5;6;14;12;3;2;15;8;2;1;21;11;4;1;20;24;6;9;27;23;7;12;15;14;13;8;7;12;5;8
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17012;12;Bebruliðkës;Kazlø Rûdos savivaldybë;358;123;18;14;3;3;18;10;3;2;18;18;2;5;32;28;11;13;27;27;6;7;47;30;14;13;20;18;15;8;12;21;8;10
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17013;13;Bûdos;Kazlø Rûdos savivaldybë;326;133;13;18;3;4;13;9;2;4;18;10;5;3;23;12;8;5;33;22;14;8;43;45;13;20;11;19;6;9;12;25;10;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42013;13;Paluobiø;Ðakiø rajono savivaldybë;423;205;32;32;16;10;18;20;3;13;21;5;5;2;30;24;5;12;42;39;17;16;31;39;17;23;17;18;9;12;21;34;18;27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;17014;14;Jankø;Kazlø Rûdos savivaldybë;530;259;38;31;13;15;25;17;10;4;26;12;7;4;40;28;14;9;51;50;23;23;44;47;25;30;20;35;12;24;24;42;16;30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42016;16;Kiduliø;Ðakiø rajono savivaldybë;1310;521;65;65;19;15;61;33;15;6;56;43;8;14;85;80;20;22;121;100;39;37;127;121;47;50;61;84;39;48;68;140;50;92
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42017;17;Voveriø;Ðakiø rajono savivaldybë;428;160;26;27;5;9;16;10;4;3;26;18;8;7;29;24;5;6;40;31;9;7;42;34;16;20;16;23;10;11;16;50;9;31
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );64;Sûduvos ðiaurinë;42019;19;Sudargo;Ðakiø rajono savivaldybë;674;270;37;23;9;7;39;28;10;7;32;37;5;14;50;32;10;13;68;51;18;24;72;56;33;32;21;36;12;20;32;60;22;34
